,Hotel,Is repeated guest,Arrival date,Departure date,Lead time,Adults,Children,Babies,Meal,Country,Market segment,Distribution channel,Customer type,Room type,Booking changes,Deposit type,Agent,Company,Days in waiting list,Customer City,Customer State,ADR,Required car parking spaces,Total of special requests,Reservation status,Reservation status date,Booking Date,Canceled
746,City Hotel,1,2022-09-19,2022-10-22,365,3,2,0,HB,United Kingdom,Direct,Direct,Transient,Double,2,Refundable,9,4,9,Paris,Paris,189.92,2,0,No-Show,2020-05-17,2021-09-19,0
747,Resort Hotel,1,2020-02-04,2020-08-29,168,2,0,0,BB,France,Online TA,Direct,Transient-Party,Triple,2,No Deposit,2,7,22,Paris,Berlin,101.41,2,1,Canceled,2021-08-20,2019-08-20,1
748,Resort Hotel,0,2022-11-12,2021-10-12,266,3,1,0,BB,Portugal,Online TA,Direct,Transient,Double,2,No Deposit,6,5,29,Paris,London,83.92,0,0,Check-Out,2020-07-28,2022-02-19,0
749,Resort Hotel,0,2020-11-22,2021-02-01,322,3,1,1,FB,United Kingdom,Corporate,TA/TO,Contract,Double,3,No Deposit,1,4,33,Lisbon,Paris,63.83,0,2,Check-Out,2021-04-22,2020-01-05,0
750,Resort Hotel,1,2020-11-04,2022-06-29,354,3,2,1,FB,United Kingdom,Direct,Direct,Contract,Triple,1,Non Refund,8,2,24,Madrid,Lisbon,88.39,0,3,Canceled,2020-08-03,2019-11-16,1
751,Resort Hotel,1,2021-09-07,2021-07-07,148,1,1,1,FB,Portugal,Corporate,Corporate,Contract,Single,0,No Deposit,10,10,2,Berlin,Madrid,79.59,2,3,No-Show,2022-08-21,2021-04-12,0
752,City Hotel,1,2022-05-02,2021-08-13,323,4,0,0,FB,France,Direct,Direct,Transient,Double,3,Refundable,3,4,37,Berlin,Madrid,160.0,1,4,Check-Out,2021-08-02,2021-06-13,0
753,Resort Hotel,0,2022-11-12,2022-05-04,300,3,1,1,FB,Spain,Offline TA/TO,Corporate,Contract,Triple,1,Non Refund,3,4,27,Paris,London,72.9,0,3,No-Show,2021-12-04,2022-01-16,0
754,Resort Hotel,1,2022-11-10,2020-07-31,261,3,2,1,FB,Germany,Direct,TA/TO,Transient-Party,Double,3,No Deposit,6,5,31,Paris,Berlin,91.58,1,2,Canceled,2022-07-26,2022-02-22,1
755,Resort Hotel,0,2022-04-25,2021-12-29,143,1,1,0,BB,Spain,Offline TA/TO,TA/TO,Group,Double,1,Refundable,5,7,32,London,Madrid,162.76,0,0,Canceled,2022-07-15,2021-12-03,1
756,City Hotel,1,2022-10-28,2021-03-03,349,1,0,1,FB,France,Corporate,Corporate,Transient-Party,Double,2,No Deposit,5,9,45,London,Paris,174.55,0,2,Canceled,2020-01-02,2021-11-13,1
757,City Hotel,1,2021-04-02,2021-07-25,65,1,2,0,FB,Spain,Offline TA/TO,Direct,Group,Triple,1,Non Refund,6,5,49,London,Berlin,170.14,1,2,No-Show,2020-09-12,2021-01-27,0
758,City Hotel,0,2022-08-15,2021-07-15,100,3,1,1,HB,Portugal,Corporate,Direct,Group,Single,0,Refundable,10,8,6,Paris,Berlin,117.94,1,3,Check-Out,2022-05-05,2022-05-07,0
759,City Hotel,1,2021-08-14,2020-07-01,167,1,1,0,BB,Spain,Offline TA/TO,TA/TO,Group,Double,2,Non Refund,4,5,23,Lisbon,Paris,179.54,2,0,Canceled,2022-01-02,2021-02-28,1
760,Resort Hotel,0,2021-08-14,2020-05-22,224,4,1,0,FB,Germany,Online TA,Direct,Contract,Triple,0,Non Refund,5,6,0,Madrid,Paris,197.58,2,4,Canceled,2020-03-26,2021-01-02,1
761,Resort Hotel,1,2022-10-29,2020-07-27,338,3,2,1,HB,Germany,Corporate,Direct,Transient,Triple,3,Non Refund,3,8,37,Madrid,Lisbon,191.83,2,4,No-Show,2022-12-05,2021-11-25,0
762,City Hotel,1,2022-01-25,2021-08-24,232,1,2,1,HB,France,Offline TA/TO,TA/TO,Transient-Party,Double,3,No Deposit,6,10,32,London,Paris,76.85,1,4,Canceled,2022-10-18,2021-06-07,1
763,City Hotel,0,2022-02-03,2021-04-28,114,3,0,1,FB,Spain,Direct,Direct,Transient-Party,Single,0,Non Refund,7,4,26,Paris,London,97.05,0,3,Canceled,2020-07-08,2021-10-12,1
764,City Hotel,1,2021-08-21,2022-05-21,206,4,2,0,HB,United Kingdom,Offline TA/TO,TA/TO,Transient-Party,Triple,0,Non Refund,9,10,15,Madrid,Madrid,155.26,2,1,Canceled,2020-03-10,2021-01-27,1
765,City Hotel,0,2020-02-06,2022-03-20,328,2,1,1,BB,Portugal,Direct,TA/TO,Group,Single,3,Refundable,9,9,28,London,Madrid,129.77,1,0,No-Show,2020-05-31,2019-03-15,0
766,Resort Hotel,0,2022-06-28,2022-11-09,256,4,0,0,BB,Portugal,Corporate,Direct,Group,Triple,3,Refundable,5,10,45,Lisbon,London,190.86,1,0,No-Show,2020-10-22,2021-10-15,0
767,Resort Hotel,0,2021-08-17,2021-04-02,151,3,2,1,BB,Portugal,Direct,Direct,Transient,Triple,3,Refundable,10,3,36,London,Madrid,147.07,2,2,No-Show,2022-12-10,2021-03-19,0
768,Resort Hotel,1,2020-10-29,2021-01-10,39,4,0,0,HB,United Kingdom,Direct,Direct,Transient,Single,3,Non Refund,4,7,42,Madrid,Lisbon,157.17,2,2,Check-Out,2022-12-14,2020-09-20,0
769,City Hotel,0,2021-04-21,2020-11-27,167,2,2,1,BB,United Kingdom,Corporate,Corporate,Group,Triple,0,Non Refund,1,1,16,Berlin,Berlin,107.73,2,3,Canceled,2021-01-05,2020-11-05,1
770,Resort Hotel,1,2022-01-10,2020-12-07,10,3,1,0,HB,France,Online TA,Direct,Contract,Triple,1,No Deposit,9,7,18,London,Paris,189.32,0,3,Canceled,2020-10-25,2021-12-31,1
771,City Hotel,1,2022-08-23,2021-05-06,1,2,2,1,FB,Germany,Online TA,Corporate,Group,Double,3,Non Refund,5,7,47,Paris,Paris,149.38,0,3,Canceled,2021-08-14,2022-08-22,1
772,Resort Hotel,1,2022-01-13,2022-07-24,356,4,1,1,FB,France,Direct,TA/TO,Group,Triple,3,No Deposit,5,4,32,London,Paris,96.9,0,0,No-Show,2020-08-22,2021-01-22,0
773,Resort Hotel,1,2021-11-01,2020-08-25,343,4,0,0,HB,France,Direct,Corporate,Transient-Party,Double,3,Non Refund,1,4,1,London,Berlin,142.5,0,3,No-Show,2021-10-01,2020-11-23,0
774,Resort Hotel,0,2020-03-13,2022-01-03,209,1,2,0,BB,Portugal,Offline TA/TO,Direct,Transient-Party,Triple,1,Non Refund,5,2,17,Lisbon,Madrid,180.43,1,4,No-Show,2021-04-28,2019-08-17,0
775,Resort Hotel,0,2022-05-20,2021-02-15,219,1,1,0,FB,United Kingdom,Online TA,Direct,Contract,Single,0,Refundable,1,7,50,Berlin,Paris,126.31,0,0,No-Show,2022-02-04,2021-10-13,0
776,City Hotel,1,2022-08-22,2021-03-20,9,3,2,0,FB,France,Offline TA/TO,Direct,Transient,Single,3,No Deposit,8,9,2,Madrid,Madrid,85.69,2,1,Check-Out,2022-12-05,2022-08-13,0
777,Resort Hotel,1,2020-07-18,2020-04-26,14,3,2,0,FB,Spain,Offline TA/TO,TA/TO,Transient,Double,0,Non Refund,3,5,11,Paris,Madrid,126.43,2,4,Canceled,2021-05-23,2020-07-04,1
778,City Hotel,1,2022-06-04,2020-05-02,113,2,0,0,HB,Portugal,Corporate,Corporate,Transient,Single,0,No Deposit,4,1,23,Berlin,Madrid,100.85,1,1,No-Show,2022-08-10,2022-02-11,0
779,Resort Hotel,0,2020-09-20,2020-02-15,230,1,1,1,FB,United Kingdom,Corporate,TA/TO,Transient,Double,1,No Deposit,3,3,0,Lisbon,Paris,86.09,0,4,No-Show,2020-02-20,2020-02-03,0
780,City Hotel,1,2020-04-10,2020-04-15,192,3,2,0,BB,France,Direct,Corporate,Contract,Triple,3,Refundable,6,3,32,Berlin,Lisbon,121.0,1,3,Check-Out,2021-05-26,2019-10-01,0
781,Resort Hotel,0,2021-01-11,2022-01-29,241,1,2,1,BB,Portugal,Direct,Direct,Transient,Double,3,Non Refund,4,6,6,Lisbon,Berlin,186.57,2,3,Canceled,2020-04-28,2020-05-15,1
782,Resort Hotel,0,2020-09-14,2020-09-25,330,4,2,0,BB,France,Offline TA/TO,Direct,Group,Triple,3,Non Refund,8,9,0,Berlin,Madrid,77.85,2,3,Check-Out,2021-09-03,2019-10-20,0
783,Resort Hotel,0,2020-02-14,2020-04-08,345,3,2,1,BB,Portugal,Direct,Direct,Transient,Single,0,No Deposit,6,5,34,Berlin,Paris,110.59,2,4,Canceled,2021-10-14,2019-03-06,1
784,Resort Hotel,0,2022-08-26,2020-06-11,271,2,1,0,HB,Germany,Online TA,Corporate,Transient-Party,Single,2,Refundable,1,2,31,Berlin,London,116.07,1,1,No-Show,2021-03-28,2021-11-28,0
785,City Hotel,1,2020-02-26,2022-04-02,256,2,2,0,FB,Germany,Corporate,TA/TO,Group,Triple,3,Refundable,7,1,4,Paris,Paris,177.77,2,4,Canceled,2021-03-08,2019-06-15,1
786,Resort Hotel,1,2021-12-21,2021-07-10,67,1,1,1,HB,United Kingdom,Direct,TA/TO,Group,Double,3,No Deposit,4,7,23,Madrid,London,62.98,0,4,Check-Out,2022-02-11,2021-10-15,0
787,Resort Hotel,0,2020-10-30,2021-07-23,130,4,2,0,HB,Portugal,Direct,TA/TO,Transient-Party,Double,0,Refundable,10,8,4,Berlin,Madrid,52.63,2,2,No-Show,2020-09-29,2020-06-22,0
788,Resort Hotel,1,2021-04-06,2021-11-17,125,2,1,1,FB,United Kingdom,Offline TA/TO,Corporate,Contract,Double,0,No Deposit,2,2,27,Lisbon,Paris,149.21,2,3,Canceled,2020-08-09,2020-12-02,1
789,Resort Hotel,1,2020-09-26,2020-01-17,30,2,2,1,HB,United Kingdom,Online TA,TA/TO,Transient,Single,0,Non Refund,5,3,17,London,Paris,153.87,2,0,Check-Out,2020-11-15,2020-08-27,0
790,City Hotel,0,2020-10-23,2021-12-24,279,4,0,1,FB,Portugal,Direct,TA/TO,Transient-Party,Double,0,No Deposit,9,7,44,London,London,182.2,2,3,Canceled,2020-06-13,2020-01-18,1
791,Resort Hotel,0,2020-05-29,2020-04-09,137,4,0,0,FB,France,Direct,Corporate,Contract,Single,2,No Deposit,4,10,16,Lisbon,London,149.5,1,2,Canceled,2020-05-20,2020-01-13,1
792,City Hotel,0,2022-01-08,2022-10-24,348,3,2,0,HB,Portugal,Offline TA/TO,Corporate,Contract,Single,3,Refundable,1,4,48,Paris,Lisbon,159.71,0,2,Canceled,2022-06-09,2021-01-25,1
793,Resort Hotel,0,2020-02-04,2020-09-14,106,3,2,0,HB,United Kingdom,Offline TA/TO,Corporate,Group,Double,2,Refundable,7,7,39,Madrid,London,192.31,0,3,Canceled,2022-03-07,2019-10-21,1
794,Resort Hotel,0,2022-10-16,2020-07-06,64,2,2,1,BB,Spain,Corporate,TA/TO,Transient,Double,1,No Deposit,4,1,32,Paris,Lisbon,87.07,2,3,Canceled,2020-06-19,2022-08-13,1
795,Resort Hotel,0,2021-01-15,2021-06-08,69,4,0,1,FB,Germany,Corporate,Direct,Group,Triple,2,Refundable,10,8,28,London,London,148.76,1,3,Check-Out,2020-12-26,2020-11-07,0
796,City Hotel,1,2020-05-30,2020-10-12,183,4,1,1,HB,Spain,Online TA,TA/TO,Transient-Party,Single,1,Refundable,6,10,14,Berlin,Madrid,136.84,2,0,No-Show,2022-06-10,2019-11-29,0
797,City Hotel,0,2020-06-02,2021-10-31,332,1,1,1,BB,United Kingdom,Offline TA/TO,Direct,Group,Triple,2,No Deposit,4,10,27,Berlin,Paris,82.3,1,3,Canceled,2021-07-26,2019-07-06,1
798,City Hotel,0,2022-01-16,2022-02-24,204,3,1,0,HB,France,Online TA,Corporate,Contract,Triple,0,No Deposit,2,5,3,Lisbon,Madrid,130.16,0,0,No-Show,2020-03-17,2021-06-26,0
799,Resort Hotel,1,2022-02-07,2021-06-12,51,2,2,1,BB,Portugal,Online TA,Direct,Transient-Party,Triple,0,No Deposit,8,5,46,Paris,Madrid,104.35,0,0,Canceled,2020-05-22,2021-12-18,1
800,City Hotel,0,2021-05-13,2021-10-07,30,4,1,0,HB,France,Online TA,TA/TO,Contract,Double,3,Refundable,9,1,38,London,Paris,186.51,1,4,Check-Out,2021-11-07,2021-04-13,0
801,Resort Hotel,0,2020-10-20,2021-09-14,2,1,1,0,HB,Germany,Corporate,Direct,Contract,Double,2,Non Refund,5,10,15,Lisbon,Berlin,162.75,2,3,No-Show,2021-07-10,2020-10-18,0
802,City Hotel,0,2022-03-24,2021-10-27,36,3,2,0,HB,United Kingdom,Corporate,Direct,Transient,Triple,3,Non Refund,1,4,14,Lisbon,London,143.66,0,2,No-Show,2022-06-25,2022-02-16,0
803,Resort Hotel,0,2022-04-15,2021-05-03,119,4,2,0,HB,United Kingdom,Offline TA/TO,Direct,Contract,Triple,2,Refundable,8,10,27,Paris,Paris,156.85,2,2,No-Show,2022-04-10,2021-12-17,0
804,City Hotel,1,2020-11-29,2020-05-07,286,2,0,1,FB,Portugal,Offline TA/TO,Corporate,Transient,Triple,1,Non Refund,2,7,42,Lisbon,Madrid,122.7,0,4,Check-Out,2020-08-20,2020-02-17,0
805,Resort Hotel,0,2020-06-09,2020-02-28,124,3,2,1,HB,Portugal,Corporate,Corporate,Group,Double,0,Refundable,2,8,2,Berlin,Berlin,182.35,0,2,Check-Out,2022-08-27,2020-02-06,0
806,City Hotel,0,2022-07-31,2020-11-14,36,4,1,0,FB,France,Offline TA/TO,Corporate,Contract,Single,3,Refundable,9,2,38,London,London,89.99,1,0,Canceled,2020-07-02,2022-06-25,1
807,City Hotel,1,2021-07-30,2022-12-18,231,1,1,0,HB,Germany,Direct,TA/TO,Group,Triple,0,Refundable,7,3,20,Berlin,Paris,93.54,1,0,Check-Out,2020-12-09,2020-12-11,0
808,Resort Hotel,0,2020-10-12,2020-04-05,110,1,0,1,BB,Spain,Online TA,Corporate,Transient,Triple,0,Non Refund,2,7,46,Paris,Berlin,146.92,2,4,Check-Out,2020-04-26,2020-06-24,0
809,City Hotel,1,2020-09-12,2022-09-28,206,3,2,0,HB,France,Offline TA/TO,Direct,Contract,Double,1,Refundable,6,7,21,Lisbon,Berlin,158.59,0,1,Check-Out,2021-10-07,2020-02-19,0
810,Resort Hotel,1,2020-07-14,2021-10-14,120,2,2,1,FB,United Kingdom,Corporate,Direct,Contract,Double,2,Refundable,10,2,36,London,London,197.9,0,4,Check-Out,2020-12-12,2020-03-16,0
811,City Hotel,1,2020-03-27,2020-01-28,325,2,2,0,BB,France,Offline TA/TO,Corporate,Group,Single,1,Refundable,10,5,15,Madrid,Berlin,181.77,0,4,Canceled,2021-05-30,2019-05-07,1
812,Resort Hotel,0,2021-09-26,2022-01-06,358,4,1,0,FB,France,Offline TA/TO,TA/TO,Transient,Triple,3,No Deposit,3,7,15,Paris,Paris,81.09,2,1,Check-Out,2021-02-12,2020-10-03,0
813,City Hotel,1,2020-08-12,2020-09-12,168,1,2,0,BB,United Kingdom,Offline TA/TO,TA/TO,Contract,Single,2,Non Refund,6,2,37,Madrid,Lisbon,93.62,1,2,Check-Out,2022-12-13,2020-02-26,0
814,Resort Hotel,1,2022-11-28,2020-10-19,26,1,2,1,FB,France,Offline TA/TO,Direct,Transient,Double,0,No Deposit,1,4,24,London,Madrid,137.77,2,0,Canceled,2022-06-12,2022-11-02,1
815,City Hotel,1,2022-05-01,2021-03-03,69,4,1,0,HB,Germany,Online TA,TA/TO,Transient-Party,Triple,1,Refundable,10,1,23,Berlin,Lisbon,179.9,0,4,No-Show,2022-01-09,2022-02-21,0
816,Resort Hotel,0,2021-05-17,2021-03-23,178,3,2,0,FB,United Kingdom,Corporate,Direct,Group,Triple,1,Non Refund,10,4,29,Lisbon,Paris,55.04,1,1,Canceled,2022-08-09,2020-11-20,1
817,Resort Hotel,1,2020-01-02,2022-10-11,124,1,2,0,BB,France,Online TA,Corporate,Group,Single,0,Refundable,10,5,28,Lisbon,Berlin,106.16,2,3,No-Show,2022-06-20,2019-08-31,0
818,Resort Hotel,1,2022-02-05,2022-10-01,320,3,2,1,HB,Spain,Offline TA/TO,Direct,Transient-Party,Double,1,No Deposit,2,3,2,London,Paris,60.33,1,1,Canceled,2021-10-17,2021-03-22,1
819,City Hotel,1,2021-01-06,2021-03-27,348,2,0,1,BB,France,Offline TA/TO,Corporate,Group,Triple,1,Refundable,7,2,3,Berlin,Berlin,160.8,1,4,Check-Out,2022-07-14,2020-01-24,0
820,City Hotel,0,2022-05-23,2020-01-17,271,1,0,0,BB,United Kingdom,Corporate,Direct,Contract,Triple,0,Non Refund,3,3,27,London,Lisbon,96.6,1,2,Check-Out,2021-01-27,2021-08-25,0
821,City Hotel,1,2021-04-13,2022-09-16,333,1,1,0,HB,Germany,Online TA,Direct,Transient,Single,0,Non Refund,6,7,49,Madrid,Lisbon,123.62,0,3,Canceled,2021-11-08,2020-05-15,1
822,City Hotel,1,2020-05-11,2021-12-05,51,2,0,1,FB,Germany,Direct,Corporate,Transient-Party,Single,2,Refundable,3,4,29,London,London,100.38,2,0,Canceled,2022-11-24,2020-03-21,1
823,City Hotel,1,2022-04-09,2021-11-28,232,2,0,1,BB,Germany,Corporate,Direct,Group,Triple,2,Refundable,6,2,7,Lisbon,Paris,182.23,2,0,Canceled,2020-01-13,2021-08-20,1
824,City Hotel,0,2020-03-02,2021-04-27,40,2,2,0,BB,France,Offline TA/TO,TA/TO,Transient-Party,Triple,3,No Deposit,9,9,0,London,Berlin,132.34,1,2,Canceled,2021-05-27,2020-01-22,1
825,Resort Hotel,0,2022-06-19,2021-10-08,298,3,1,1,FB,Spain,Online TA,Corporate,Transient,Single,3,No Deposit,6,3,21,Madrid,Paris,190.21,2,3,Canceled,2021-05-08,2021-08-25,1
826,City Hotel,0,2020-05-04,2020-09-12,182,1,1,0,HB,Spain,Online TA,Direct,Group,Double,2,No Deposit,3,7,26,Madrid,Lisbon,53.94,1,0,Canceled,2021-10-17,2019-11-04,1
827,Resort Hotel,1,2021-11-27,2021-02-18,242,4,2,0,FB,Portugal,Corporate,Corporate,Contract,Double,3,No Deposit,9,4,32,Madrid,Lisbon,139.37,1,2,Check-Out,2021-08-03,2021-03-30,0
828,Resort Hotel,1,2020-12-23,2020-02-11,34,1,0,1,HB,Germany,Online TA,Direct,Contract,Single,2,Refundable,9,3,26,Berlin,London,148.91,0,2,Check-Out,2021-07-30,2020-11-19,0
829,City Hotel,1,2021-05-15,2022-11-16,330,1,1,1,FB,France,Corporate,Corporate,Transient-Party,Double,2,No Deposit,4,4,49,Paris,Berlin,56.79,0,1,No-Show,2020-11-22,2020-06-19,0
830,City Hotel,0,2020-09-03,2020-04-12,337,1,1,0,HB,Germany,Online TA,TA/TO,Transient-Party,Single,1,No Deposit,3,6,4,Berlin,London,183.93,2,2,Check-Out,2020-02-14,2019-10-02,0
831,Resort Hotel,1,2022-08-02,2021-07-27,98,4,1,0,HB,France,Offline TA/TO,Direct,Transient-Party,Single,2,Refundable,9,9,26,Berlin,London,100.14,2,2,Canceled,2022-03-05,2022-04-26,1
832,City Hotel,1,2021-08-13,2020-09-27,86,1,0,1,HB,Germany,Direct,Direct,Group,Triple,0,Non Refund,3,6,6,Madrid,Madrid,196.63,1,1,Canceled,2020-11-19,2021-05-19,1
833,Resort Hotel,1,2022-07-03,2022-10-10,88,1,0,1,FB,Germany,Online TA,Corporate,Transient-Party,Single,3,Refundable,1,3,47,London,Berlin,136.54,2,1,Canceled,2020-06-11,2022-04-06,1
834,City Hotel,1,2022-04-01,2022-10-22,303,4,1,1,FB,Portugal,Offline TA/TO,Direct,Group,Triple,1,No Deposit,10,2,39,Madrid,Madrid,57.42,1,2,Canceled,2020-10-26,2021-06-02,1
835,City Hotel,1,2021-12-27,2021-07-13,336,3,1,1,HB,Spain,Offline TA/TO,Corporate,Transient,Triple,2,Refundable,10,2,29,Paris,Lisbon,94.69,1,3,No-Show,2021-02-13,2021-01-25,0
836,Resort Hotel,0,2020-08-28,2020-07-17,162,2,2,0,BB,Germany,Corporate,TA/TO,Transient-Party,Triple,2,No Deposit,10,6,29,Lisbon,Paris,145.93,2,2,No-Show,2020-10-05,2020-03-19,0
837,City Hotel,1,2021-05-03,2022-09-14,56,1,2,0,HB,Spain,Direct,Direct,Transient-Party,Triple,0,Refundable,6,4,18,Paris,London,187.21,1,2,Check-Out,2022-05-06,2021-03-08,0
838,City Hotel,0,2020-08-26,2020-10-27,203,2,1,0,HB,France,Online TA,Direct,Transient,Double,1,Non Refund,1,4,15,London,Paris,107.68,0,4,Canceled,2020-12-02,2020-02-05,1
839,City Hotel,0,2022-06-26,2021-03-05,191,2,1,1,BB,Germany,Offline TA/TO,Direct,Group,Triple,0,Refundable,1,2,10,Lisbon,Paris,191.46,1,3,Canceled,2021-05-13,2021-12-17,1
840,City Hotel,0,2020-08-30,2021-12-31,117,1,0,1,BB,France,Direct,Direct,Group,Triple,3,Refundable,7,6,2,London,London,147.62,2,3,No-Show,2020-11-26,2020-05-05,0
841,City Hotel,0,2020-03-23,2022-02-14,336,1,2,1,BB,Portugal,Offline TA/TO,TA/TO,Transient,Double,0,No Deposit,4,8,8,Berlin,Berlin,133.65,2,0,Check-Out,2020-06-21,2019-04-22,0
842,City Hotel,0,2021-01-01,2021-03-23,278,1,1,1,FB,Spain,Offline TA/TO,TA/TO,Group,Single,2,No Deposit,3,7,39,Berlin,Paris,88.23,0,2,Canceled,2021-06-01,2020-03-29,1
843,City Hotel,1,2022-04-04,2020-01-12,345,2,0,0,BB,Spain,Corporate,TA/TO,Transient,Triple,2,Non Refund,1,10,1,Paris,Madrid,112.76,0,0,Check-Out,2022-12-11,2021-04-24,0
844,City Hotel,1,2020-04-08,2020-08-17,194,3,0,1,FB,Spain,Online TA,TA/TO,Transient-Party,Triple,1,No Deposit,6,5,16,Lisbon,Paris,54.16,0,0,Canceled,2021-04-11,2019-09-27,1
845,City Hotel,1,2022-02-27,2022-06-09,174,4,0,0,FB,Spain,Online TA,TA/TO,Transient,Single,1,Non Refund,8,10,41,Berlin,Lisbon,83.85,2,1,No-Show,2020-03-02,2021-09-06,0
846,Resort Hotel,0,2021-06-21,2020-04-06,277,3,1,1,HB,Germany,Online TA,TA/TO,Group,Single,2,Refundable,3,4,13,Madrid,Berlin,153.49,2,1,No-Show,2020-11-30,2020-09-17,0
847,Resort Hotel,0,2020-02-14,2022-07-12,145,2,0,1,HB,United Kingdom,Online TA,Corporate,Group,Triple,2,No Deposit,2,9,36,Lisbon,Berlin,192.27,0,3,Check-Out,2021-07-13,2019-09-22,0
848,Resort Hotel,0,2020-07-29,2021-07-25,31,4,2,1,BB,United Kingdom,Corporate,Corporate,Group,Single,1,Non Refund,3,10,43,London,Berlin,83.2,0,0,Canceled,2021-04-22,2020-06-28,1
849,City Hotel,1,2020-01-29,2020-09-23,67,3,1,1,FB,United Kingdom,Direct,Direct,Transient,Double,0,No Deposit,1,8,8,Madrid,Lisbon,99.88,2,1,Check-Out,2021-01-30,2019-11-23,0
850,Resort Hotel,1,2021-07-24,2020-02-24,181,1,2,1,FB,France,Corporate,Direct,Group,Triple,2,Refundable,9,7,39,Berlin,Lisbon,148.78,1,0,Check-Out,2020-05-09,2021-01-24,0
851,City Hotel,1,2021-02-16,2021-11-27,352,1,2,1,HB,United Kingdom,Corporate,Corporate,Contract,Single,0,No Deposit,2,4,20,London,Lisbon,83.75,2,4,No-Show,2022-03-08,2020-03-01,0
852,City Hotel,1,2021-10-24,2020-02-19,333,3,2,1,HB,Spain,Corporate,TA/TO,Group,Single,1,Refundable,3,8,15,London,Paris,68.97,2,3,No-Show,2020-12-30,2020-11-25,0
853,Resort Hotel,0,2021-01-01,2021-02-11,39,4,1,0,HB,Germany,Direct,Direct,Transient,Double,2,Non Refund,9,7,41,Berlin,Paris,93.68,1,4,Canceled,2022-11-26,2020-11-23,1
854,City Hotel,0,2022-03-14,2022-08-01,84,2,1,1,HB,Germany,Corporate,Corporate,Transient,Triple,3,No Deposit,9,1,25,Lisbon,Paris,52.18,2,3,No-Show,2022-03-19,2021-12-20,0
855,City Hotel,1,2021-05-07,2022-05-12,24,2,0,0,FB,Germany,Direct,Corporate,Group,Single,2,Refundable,2,7,0,Paris,London,198.43,0,1,Check-Out,2022-11-04,2021-04-13,0
856,City Hotel,1,2022-06-09,2022-10-12,2,1,2,1,HB,Spain,Offline TA/TO,TA/TO,Transient,Double,0,No Deposit,9,10,42,Paris,London,71.87,0,1,No-Show,2022-02-20,2022-06-07,0
857,Resort Hotel,1,2022-11-07,2022-08-08,6,2,1,0,HB,United Kingdom,Online TA,Corporate,Group,Double,3,Refundable,4,9,40,Paris,Lisbon,82.43,2,2,Canceled,2021-02-27,2022-11-01,1
858,Resort Hotel,0,2020-12-06,2020-12-25,215,3,1,1,HB,France,Corporate,Direct,Transient,Double,1,Refundable,3,1,18,Paris,Madrid,107.52,0,0,Check-Out,2020-10-03,2020-05-05,0
859,City Hotel,0,2021-08-13,2022-01-14,213,1,1,0,HB,Germany,Online TA,TA/TO,Group,Single,2,No Deposit,10,3,12,Lisbon,Paris,156.15,0,2,Check-Out,2020-09-02,2021-01-12,0
860,Resort Hotel,1,2022-03-27,2022-01-20,85,2,0,0,FB,France,Online TA,Direct,Group,Single,2,No Deposit,8,8,13,Paris,Madrid,79.32,2,1,Check-Out,2021-03-23,2022-01-01,0
861,Resort Hotel,1,2021-12-12,2020-07-15,9,3,1,0,HB,Germany,Direct,Corporate,Transient-Party,Double,2,No Deposit,6,9,26,Madrid,Lisbon,184.39,1,1,Canceled,2021-11-27,2021-12-03,1
862,City Hotel,1,2020-10-30,2022-06-22,213,4,0,1,BB,Germany,Online TA,TA/TO,Transient,Single,1,Refundable,7,2,37,Madrid,Lisbon,136.22,2,4,No-Show,2021-01-20,2020-03-31,0
863,Resort Hotel,1,2021-04-05,2021-04-17,267,4,1,1,FB,Germany,Direct,Direct,Transient-Party,Single,3,Non Refund,3,6,29,Lisbon,London,106.37,2,4,No-Show,2022-04-13,2020-07-12,0
864,Resort Hotel,1,2020-01-31,2022-12-25,360,3,1,1,HB,Spain,Offline TA/TO,Corporate,Transient,Single,2,Non Refund,5,10,28,Lisbon,Berlin,152.56,2,1,No-Show,2020-10-13,2019-02-05,0
865,Resort Hotel,0,2021-03-23,2022-02-21,65,2,0,0,BB,United Kingdom,Offline TA/TO,Corporate,Contract,Triple,1,No Deposit,7,6,36,Lisbon,Madrid,138.79,1,2,Canceled,2021-11-15,2021-01-17,1
866,City Hotel,0,2022-01-26,2020-10-13,183,3,0,1,BB,United Kingdom,Offline TA/TO,Direct,Transient,Single,2,No Deposit,2,4,37,Lisbon,Lisbon,128.45,2,2,Canceled,2020-09-30,2021-07-27,1
867,Resort Hotel,1,2022-06-26,2022-01-23,265,1,2,0,BB,France,Online TA,Direct,Contract,Triple,1,No Deposit,8,8,4,London,Lisbon,154.44,0,4,No-Show,2020-02-27,2021-10-04,0
868,City Hotel,0,2022-10-30,2020-09-12,135,4,0,1,HB,Germany,Offline TA/TO,Corporate,Transient,Double,2,Non Refund,4,6,23,Madrid,Lisbon,154.14,1,2,Check-Out,2020-11-19,2022-06-17,0
869,City Hotel,0,2020-06-14,2022-05-21,269,4,2,1,FB,Spain,Corporate,Direct,Transient,Single,2,No Deposit,2,10,16,Madrid,Paris,89.44,2,0,No-Show,2020-09-20,2019-09-19,0
870,City Hotel,1,2020-08-17,2021-11-20,296,2,2,0,HB,United Kingdom,Corporate,Direct,Transient-Party,Triple,3,Non Refund,2,6,42,Madrid,London,175.59,2,4,No-Show,2021-07-04,2019-10-26,0
